Mês/Ano,Região,Estado,Produto,Quantidade (m³)
11/2019,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,3247
11/2019,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,21446
11/2019,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,6648
11/2019,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,210
11/2019,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,1069
11/2019,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,191
11/2019,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,446
11/2019,SUL,Paraná,OUTROS MATERIAIS GRAXOS,13083
11/2019,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,9493
10/2019,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,44
10/2019,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,571
10/2019,CENTRO OESTE,Goiás,GORDURA BOVINA,8275
10/2019,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,8774
10/2019,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,4364
10/2019,NORDESTE,Bahia,GORDURA BOVINA,12750
10/2019,NORTE,Rondônia,GORDURA BOVINA,1136
10/2019,NORTE,Tocantins,GORDURA BOVINA,499
10/2019,SUDESTE,Minas Gerais,GORDURA BOVINA,7288
10/2019,SUDESTE,São Paulo,GORDURA BOVINA,9842
10/2019,SUL,Paraná,GORDURA BOVINA,4722
10/2019,SUL,Rio Grande do Sul,GORDURA BOVINA,22522
10/2019,CENTRO OESTE,Goiás,GORDURA DE FRANGO,16
10/2019,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,117
10/2019,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,115
10/2019,SUDESTE,Minas Gerais,GORDURA DE FRANGO,219
10/2019,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,677
10/2019,SUDESTE,São Paulo,GORDURA DE FRANGO,451
10/2019,SUL,Paraná,GORDURA DE FRANGO,1191
10/2019,SUL,Rio Grande do Sul,GORDURA DE FRANGO,502
10/2019,CENTRO OESTE,Goiás,GORDURA DE PORCO,627
10/2019,SUDESTE,Minas Gerais,GORDURA DE PORCO,39
10/2019,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,5586
10/2019,SUDESTE,São Paulo,GORDURA DE PORCO,1056
10/2019,SUL,Paraná,GORDURA DE PORCO,636
10/2019,SUL,Rio Grande do Sul,GORDURA DE PORCO,2809
10/2019,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),3813
10/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),3374
10/2019,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),39
10/2019,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),3867
10/2019,NORTE,Tocantins,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),434
10/2019,SUDESTE,São Paulo,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1027
10/2019,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),297
10/2019,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),268
10/2019,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,33
10/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,206
10/2019,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,110
10/2019,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,3784
10/2019,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,3416
10/2019,SUL,Paraná,ÓLEO DE FRITURA USADO,527
10/2019,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,352
10/2019,CENTRO OESTE,Goiás,ÓLEO DE MILHO,1718
10/2019,SUDESTE,Rio de Janeiro,ÓLEO DE MILHO,79
10/2019,SUDESTE,São Paulo,ÓLEO DE MILHO,645
10/2019,SUL,Paraná,ÓLEO DE MILHO,204
10/2019,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,2175
10/2019,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,6135
10/2019,NORTE,Tocantins,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,509
10/2019,SUDESTE,São Paulo,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,659
10/2019,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),63320
10/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),91735
10/2019,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),28215
10/2019,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),11594
10/2019,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),13598
10/2019,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),1230
10/2019,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),4533
10/2019,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),7300
10/2019,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),42952
10/2019,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),118123
10/2019,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),11552
10/2019,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,8335
10/2019,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,24379
10/2019,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,7843
10/2019,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,4827
10/2019,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,155
10/2019,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,743
10/2019,SUL,Paraná,OUTROS MATERIAIS GRAXOS,13916
10/2019,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,12459
09/2019,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,306
09/2019,CENTRO OESTE,Goiás,GORDURA BOVINA,9299
09/2019,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,1067
09/2019,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,3851
09/2019,NORDESTE,Bahia,GORDURA BOVINA,14209
09/2019,NORTE,Rondônia,GORDURA BOVINA,1010
09/2019,SUDESTE,Minas Gerais,GORDURA BOVINA,6334
09/2019,SUDESTE,São Paulo,GORDURA BOVINA,6728
09/2019,SUL,Paraná,GORDURA BOVINA,5145
09/2019,SUL,Rio Grande do Sul,GORDURA BOVINA,20393
09/2019,CENTRO OESTE,Goiás,GORDURA DE FRANGO,59
09/2019,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,108
09/2019,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,319
09/2019,SUDESTE,Minas Gerais,GORDURA DE FRANGO,228
09/2019,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,836
09/2019,SUDESTE,São Paulo,GORDURA DE FRANGO,172
09/2019,SUL,Paraná,GORDURA DE FRANGO,1160
09/2019,SUL,Rio Grande do Sul,GORDURA DE FRANGO,668
09/2019,CENTRO OESTE,Goiás,GORDURA DE PORCO,350
09/2019,SUDESTE,Minas Gerais,GORDURA DE PORCO,625
09/2019,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,5914
09/2019,SUDESTE,São Paulo,GORDURA DE PORCO,693
09/2019,SUL,Paraná,GORDURA DE PORCO,1063
09/2019,SUL,Rio Grande do Sul,GORDURA DE PORCO,2200
09/2019,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),3032
09/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),4115
09/2019,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),198
09/2019,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),2861
09/2019,SUDESTE,São Paulo,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1658
09/2019,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),467
09/2019,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),568
09/2019,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,35
09/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,5
09/2019,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,60
09/2019,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,40
09/2019,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,2790
09/2019,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,4568
09/2019,SUL,Paraná,ÓLEO DE FRITURA USADO,308
09/2019,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,429
09/2019,CENTRO OESTE,Goiás,ÓLEO DE MILHO,135
09/2019,SUL,Paraná,ÓLEO DE MILHO,40
09/2019,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,2766
09/2019,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,5993
09/2019,NORTE,Tocantins,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,866
09/2019,SUDESTE,São Paulo,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,3230
09/2019,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),61357
09/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),86334
09/2019,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),24772
09/2019,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),11439
09/2019,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),13063
09/2019,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),2099
09/2019,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),3729
09/2019,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),4775
09/2019,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),41834
09/2019,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),116401
09/2019,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),11633
09/2019,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,8381
09/2019,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,24070
09/2019,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,7421
09/2019,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,3874
09/2019,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,190
09/2019,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,272
09/2019,SUL,Paraná,OUTROS MATERIAIS GRAXOS,13026
09/2019,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,11221
08/2019,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,265
08/2019,CENTRO OESTE,Goiás,GORDURA BOVINA,7929
08/2019,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,1013
08/2019,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,4954
08/2019,NORDESTE,Bahia,GORDURA BOVINA,10385
08/2019,NORTE,Rondônia,GORDURA BOVINA,846
08/2019,NORTE,Tocantins,GORDURA BOVINA,369
08/2019,SUDESTE,Minas Gerais,GORDURA BOVINA,1144
08/2019,SUDESTE,São Paulo,GORDURA BOVINA,7832
08/2019,SUL,Paraná,GORDURA BOVINA,4631
08/2019,SUL,Rio Grande do Sul,GORDURA BOVINA,12125
08/2019,CENTRO OESTE,Goiás,GORDURA DE FRANGO,74
08/2019,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,84
08/2019,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,115
08/2019,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,1278
08/2019,SUDESTE,São Paulo,GORDURA DE FRANGO,1881
08/2019,SUL,Rio Grande do Sul,GORDURA DE FRANGO,933
08/2019,CENTRO OESTE,Goiás,GORDURA DE PORCO,691
08/2019,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,6268
08/2019,SUL,Paraná,GORDURA DE PORCO,1317
08/2019,SUL,Rio Grande do Sul,GORDURA DE PORCO,2991
08/2019,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1200
08/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),2101
08/2019,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),157
08/2019,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1970
08/2019,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),341
08/2019,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,41
08/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,7
08/2019,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,41
08/2019,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,110
08/2019,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,44
08/2019,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,3574
08/2019,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,5184
08/2019,SUL,Paraná,ÓLEO DE FRITURA USADO,247
08/2019,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,424
08/2019,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,2206
08/2019,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,7434
08/2019,NORTE,Tocantins,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,414
08/2019,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),62553
08/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),80759
08/2019,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),26449
08/2019,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),10866
08/2019,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),10358
08/2019,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),2112
08/2019,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),3581
08/2019,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),4670
08/2019,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),38272
08/2019,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),109259
08/2019,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),9953
08/2019,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,2730
08/2019,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,22955
08/2019,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,7776
08/2019,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,346
08/2019,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,2912
08/2019,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,150
08/2019,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,494
08/2019,SUL,Paraná,OUTROS MATERIAIS GRAXOS,8650
08/2019,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,10035
07/2019,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,1321
07/2019,CENTRO OESTE,Goiás,GORDURA BOVINA,4845
07/2019,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,442
07/2019,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,1890
07/2019,NORDESTE,Bahia,GORDURA BOVINA,8495
07/2019,NORTE,Rondônia,GORDURA BOVINA,1046
07/2019,NORTE,Tocantins,GORDURA BOVINA,604
07/2019,SUDESTE,Minas Gerais,GORDURA BOVINA,1221
07/2019,SUDESTE,São Paulo,GORDURA BOVINA,6749
07/2019,SUL,Paraná,GORDURA BOVINA,4966
07/2019,SUL,Rio Grande do Sul,GORDURA BOVINA,9647
07/2019,CENTRO OESTE,Goiás,GORDURA DE FRANGO,85
07/2019,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,155
07/2019,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,496
07/2019,SUDESTE,Minas Gerais,GORDURA DE FRANGO,195
07/2019,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,1509
07/2019,SUDESTE,São Paulo,GORDURA DE FRANGO,678
07/2019,SUL,Paraná,GORDURA DE FRANGO,427
07/2019,SUL,Rio Grande do Sul,GORDURA DE FRANGO,418
07/2019,CENTRO OESTE,Goiás,GORDURA DE PORCO,504
07/2019,SUDESTE,Minas Gerais,GORDURA DE PORCO,1
07/2019,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,6061
07/2019,SUL,Paraná,GORDURA DE PORCO,1040
07/2019,SUL,Rio Grande do Sul,GORDURA DE PORCO,2437
07/2019,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),893
07/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1750
07/2019,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),42
07/2019,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,38
07/2019,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,120
07/2019,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,88
07/2019,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,2405
07/2019,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,4051
07/2019,SUL,Paraná,ÓLEO DE FRITURA USADO,325
07/2019,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,282
07/2019,CENTRO OESTE,Goiás,ÓLEO DE MILHO,120
07/2019,SUDESTE,Rio de Janeiro,ÓLEO DE MILHO,84
07/2019,SUDESTE,São Paulo,ÓLEO DE MILHO,168
07/2019,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,1191
07/2019,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,7671
07/2019,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),65333
07/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),80790
07/2019,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),27984
07/2019,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),11892
07/2019,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),6996
07/2019,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),2322
07/2019,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),3098
07/2019,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),3281
07/2019,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),38922
07/2019,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),111353
07/2019,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),10613
07/2019,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,3308
07/2019,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,23791
07/2019,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,7920
07/2019,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,323
07/2019,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,666
07/2019,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,116
07/2019,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,53
07/2019,SUL,Paraná,OUTROS MATERIAIS GRAXOS,10119
07/2019,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,11227
06/2019,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,686
06/2019,CENTRO OESTE,Goiás,GORDURA BOVINA,6603
06/2019,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,224
06/2019,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,2624
06/2019,NORDESTE,Bahia,GORDURA BOVINA,11426
06/2019,NORTE,Rondônia,GORDURA BOVINA,1952
06/2019,NORTE,Tocantins,GORDURA BOVINA,203
06/2019,SUDESTE,Minas Gerais,GORDURA BOVINA,6675
06/2019,SUDESTE,São Paulo,GORDURA BOVINA,8210
06/2019,SUL,Paraná,GORDURA BOVINA,4190
06/2019,SUL,Rio Grande do Sul,GORDURA BOVINA,11523
06/2019,CENTRO OESTE,Goiás,GORDURA DE FRANGO,237
06/2019,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,188
06/2019,SUDESTE,Minas Gerais,GORDURA DE FRANGO,333
06/2019,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,527
06/2019,SUL,Paraná,GORDURA DE FRANGO,503
06/2019,SUL,Rio Grande do Sul,GORDURA DE FRANGO,214
06/2019,CENTRO OESTE,Goiás,GORDURA DE PORCO,77
06/2019,SUDESTE,Minas Gerais,GORDURA DE PORCO,470
